State,HighQ,HighQN,MedQ,MedQN,LowQ,LowQN,date
Connecticut,343.71,1524,271.69,1650,256.92,102,6/18/2014
Delaware,369.47,417,232.69,346,204.86,39,6/18/2014
District of Columbia,345.06,544,292.31,452,209.83,47,6/18/2014
Florida,302.79,8093,217.87,6713,151.79,613,6/18/2014
Georgia,327.18,3792,215.26,2860,146.68,271,6/18/2014
Hawaii,313.71,386,275.71,439,165.55,28,6/18/2014
Idaho,276.01,370,250.99,552,136.89,28,6/18/2014
Illinois,356.32,4815,285.1,4476,190.2,397,6/18/2014
Indiana,333.33,2040,210.83,1858,156.18,285,6/18/2014
Iowa,366.86,830,290.25,828,247.1,110,6/18/2014
Kansas,350.67,997,258.88,811,120.12,126,6/18/2014
Kentucky,338.75,1257,182.21,1238,124.06,160,6/18/2014
Louisiana,367.38,1309,245.51,1110,143.37,279,6/18/2014
Maine,316.95,531,256.36,546,272.95,59,6/18/2014
Montana,267.7,659,252.01,316,632.31,27,6/18/2014
Nebraska,344.06,611,250.03,607,133.37,73,6/18/2014
Nevada,268.29,1063,229.62,1173,233.41,72,6/18/2014
New Hampshire,358.89,509,290.72,542,657.98,43,6/18/2014
New Jersey,350.22,2642,288.94,3438,224.74,222,6/18/2014
New Mexico,290.34,670,200.96,539,93.93,54,6/18/2014
New York,347.46,6779,265.97,7193,205.53,544,6/18/2014
North Carolina,350.37,3446,244.86,2448,150.18,269,6/18/2014
North Dakota,401.15,178,362.77,258,335.8,20,6/18/2014
Ohio,335.82,3654,217.19,3566,162.62,473,6/18/2014
Oklahoma,365.67,906,234.17,873,118.22,163,6/18/2014
Oregon,209.01,1881,185.28,1623,162.91,79,6/18/2014
Maryland,371.9,2398,250.78,1977,189.57,176,6/18/2014
Massachusetts,350.74,3456,293.24,3049,221.94,250,6/18/2014
Michigan,293.83,3533,277.83,3111,273.42,257,6/18/2014
Minnesota,359.31,2060,278.49,1988,181.2,110,6/18/2014
Mississippi,337.14,518,146.17,451,146.82,123,6/18/2014
Missouri,362.25,1894,244.36,1700,146.9,262,6/18/2014
Pennsylvania,367.32,4685,267.33,4065,192.62,438,6/18/2014
Rhode Island,327.82,619,256.24,441,203.71,38,6/18/2014
South Carolina,343.22,1415,201.02,1143,189.76,144,6/18/2014
South Dakota,378.98,188,350.47,210,123.94,22,6/18/2014
Tennessee,353.82,1910,224.63,1563,187.59,181,6/18/2014
Texas,338.2,7155,233.17,7141,143.77,1024,6/18/2014
Utah,289,817,238.9,869,204.58,56,6/18/2014
Vermont,376.94,317,320.45,290,190.36,26,6/18/2014
Virginia,368.69,2970,290.96,2502,221.99,245,6/18/2014
Washington,232.38,2809,189.94,2883,138.79,134,6/18/2014
West Virginia,354.22,467,217.26,451,155.8,49,6/18/2014
Wisconsin,354.07,1919,271.68,1748,237.56,145,6/18/2014
Wyoming,351.25,109,359.79,158,161.3,12,6/18/2014
Alabama,340.76,1365,202.86,1217,147.51,157,7/18/2014
Alaska,287.45,322,261.37,395,407.31,32,7/18/2014
Arizona,301,2362,209.36,2089,186.63,277,7/18/2014
Arkansas,348.67,734,182.24,704,126.2,134,7/18/2014
California,245.47,14790,191.76,16415,189.22,962,7/18/2014
Colorado,238.29,2772,196.71,2375,227.66,162,7/18/2014
Connecticut,342.52,1582,273.05,1706,254.19,104,7/18/2014
Delaware,367.47,437,230.64,366,204.86,39,7/18/2014
District of Columbia,345.6,562,290.48,474,209.83,47,7/18/2014
Florida,302.21,8316,217.78,6958,151.98,623,7/18/2014
Georgia,326.95,3898,215.73,2944,145.62,278,7/18/2014
Hawaii,311.57,399,265.51,453,174.23,29,7/18/2014
Idaho,276.95,386,249.48,576,136.89,29,7/18/2014
Illinois,355.9,4945,282.89,4649,190.17,405,7/18/2014
Indiana,333.16,2092,210.78,1912,155.18,291,7/18/2014
Iowa,367.47,854,289.2,858,249.3,112,7/18/2014
Kansas,351.08,1021,262.4,842,122.23,129,7/18/2014
Kentucky,338.3,1292,182.34,1282,123.92,163,7/18/2014
Louisiana,366.53,1350,244.57,1155,143.52,282,7/18/2014
Maine,318.2,542,245.93,560,272.95,59,7/18/2014
Montana,267.03,673,243.93,328,588.04,29,7/18/2014
Nebraska,341.38,626,250.33,620,133.37,73,7/18/2014
Nevada,269.01,1099,228.55,1216,235.3,75,7/18/2014
New Hampshire,358.44,520,290.37,569,617.09,46,7/18/2014
New Jersey,349.84,2704,288.15,3559,226.46,232,7/18/2014
New Mexico,290.67,688,201.74,564,96.32,57,7/18/2014
New York,347.24,6960,265.84,7457,209.46,555,7/18/2014
North Carolina,350.02,3555,245.07,2542,147.89,276,7/18/2014
North Dakota,399.88,183,365.31,267,335.8,20,7/18/2014
Ohio,334.97,3750,217.63,3686,166.03,492,7/18/2014
Oklahoma,365.78,932,232.65,911,121.01,166,7/18/2014
Oregon,209.01,1944,184.48,1691,175.2,81,7/18/2014
Maryland,370.99,2487,252.13,2062,187.53,178,7/18/2014
Massachusetts,350.23,3567,289.42,3158,222.86,263,7/18/2014
Michigan,292.38,3614,275.9,3225,268.2,266,7/18/2014
Minnesota,358.31,2099,276.95,2068,186.2,113,7/18/2014
Mississippi,336.04,530,145.27,462,146.12,128,7/18/2014
Missouri,355.55,1957,245.27,1772,146.1,268,7/18/2014
Pennsylvania,366.61,4833,267.6,4201,192.82,448,7/18/2014
Rhode Island,323.36,634,257.9,457,199.96,40,7/18/2014
South Carolina,342.23,1458,201.46,1188,186.76,147,7/18/2014
South Dakota,377.24,193,351.96,222,123.94,22,7/18/2014
Tennessee,353.28,1966,224.94,1614,184.84,189,7/18/2014
Texas,337.67,7360,232.58,7377,144.31,1046,7/18/2014
Utah,288.42,845,239.47,903,204.58,56,7/18/2014
Vermont,375.57,327,318.5,300,190.36,27,7/18/2014
Virginia,368.09,3048,291.97,2595,222.65,251,7/18/2014
Washington,232.66,2931,190.01,3045,138.47,136,7/18/2014
West Virginia,353.85,482,214.91,465,148.62,52,7/18/2014
Wisconsin,353.21,1967,271.46,1816,237.56,145,7/18/2014
Wyoming,350.99,113,359.34,162,161.3,12,7/18/2014
Alabama,340.64,1397,204.12,1265,144.98,161,8/18/2014
Alaska,289.81,327,260.63,406,403.33,33,8/18/2014
Arizona,300.45,2415,209.46,2144,186.34,282,8/18/2014
Arkansas,346.66,760,181.23,726,126.1,135,8/18/2014
California,245.19,15148,191.54,16932,187.94,989,8/18/2014
Colorado,237.77,2847,197.22,2461,226.77,168,8/18/2014
Connecticut,341.16,1633,272.02,1760,249.99,107,8/18/2014
Delaware,365.6,447,230.27,380,204.86,39,8/18/2014
District of Columbia,346.63,577,288.55,496,209.83,47,8/18/2014
Florida,302.84,8511,217.79,7188,151.34,636,8/18/2014
Georgia,326.61,4014,216.58,3042,145.43,282,8/18/2014
Hawaii,310.05,415,266.68,464,174.23,29,8/18/2014
Idaho,277.1,395,248.81,589,163.53,32,8/18/2014
Illinois,355.73,5098,283.2,4832,193.39,412,8/18/2014
Indiana,333.44,2142,211.62,1972,155.48,301,8/18/2014
Iowa,366.41,878,289.66,898,249.3,112,8/18/2014
Kansas,351.35,1058,261.93,883,121.73,130,8/18/2014
Kentucky,338.19,1336,183.52,1319,123.31,167,8/18/2014
Louisiana,366.55,1386,244.79,1199,144.08,293,8/18/2014
Maine,317.25,559,254.56,577,272.95,59,8/18/2014
Montana,266.83,686,248.58,337,571.68,30,8/18/2014
Nebraska,341.73,640,250.66,641,133.37,73,8/18/2014
Nevada,268.23,1122,229.21,1262,235.3,75,8/18/2014
New Hampshire,357.38,536,291.12,586,617.09,46,8/18/2014
New Jersey,348.65,2784,288.34,3696,225.38,236,8/18/2014
New Mexico,288.89,710,201.07,573,94.88,58,8/18/2014
New York,346.35,7142,265.27,7703,208.18,574,8/18/2014
North Carolina,349.34,3650,245.92,2645,151.42,285,8/18/2014
North Dakota,405.46,186,365.33,272,336.51,21,8/18/2014
Ohio,334.54,3846,217.43,3800,165.3,503,8/18/2014
Oklahoma,364.34,958,232.31,934,122.6,175,8/18/2014
Oregon,208.77,1989,183.72,1752,178.05,82,8/18/2014
Maryland,370.38,2565,252.5,2146,187.01,181,8/18/2014
Massachusetts,350.25,3668,289.04,3289,221.46,268,8/18/2014
Michigan,291.31,3690,274.52,3311,265.05,272,8/18/2014
Minnesota,357.33,2152,276.13,2148,184.7,114,8/18/2014
Mississippi,336.94,545,146.76,478,145.6,129,8/18/2014
Missouri,357.61,2004,246.01,1840,146.1,273,8/18/2014
Pennsylvania,366.17,4981,267.96,4351,192.86,469,8/18/2014
Rhode Island,321.39,655,257.92,474,199.96,40,8/18/2014
South Carolina,341.95,1507,201.98,1235,185.3,152,8/18/2014
South Dakota,377.11,196,348.33,228,123.94,22,8/18/2014
Tennessee,352.82,2022,225.95,1661,185.05,196,8/18/2014
Texas,336.95,7516,233.57,7597,144.18,1064,8/18/2014
Utah,287.23,868,238.52,927,207.35,57,8/18/2014
Vermont,374.78,332,317.02,317,190.76,28,8/18/2014
Virginia,366.83,3141,292.11,2688,224.37,256,8/18/2014
Washington,232.69,3013,189.69,3139,136.27,142,8/18/2014
West Virginia,354.53,494,213.89,476,145.37,55,8/18/2014
Wisconsin,352.93,2019,271.46,1906,250.79,147,8/18/2014
Wyoming,349.69,116,356.25,170,161.3,12,8/18/2014
Alabama,340.44,1416,203.95,1294,NA,162,9/18/2014
Alaska,291.41,331,262.35,421,NA,34,9/18/2014
Arizona,300.3,2434,209.87,2180,NA,289,9/18/2014
Arkansas,345.8,774,180.34,744,NA,136,9/18/2014
California,245.07,15328,191.18,17226,NA,998,9/18/2014
Colorado,238.23,2883,197.37,2504,NA,168,9/18/2014
Connecticut,341.04,1654,271.04,1802,NA,110,9/18/2014
Delaware,366.04,457,231.27,390,NA,39,9/18/2014
District of Columbia,349.85,593,288.85,508,NA,48,9/18/2014
Florida,302.27,8658,217.72,7368,NA,645,9/18/2014
Georgia,326.65,4081,217.16,3114,NA,285,9/18/2014
Hawaii,310.32,419,268.17,472,NA,29,9/18/2014
Idaho,276.41,400,248.33,602,NA,33,9/18/2014
Illinois,356.28,5187,283.11,4943,NA,417,9/18/2014
Indiana,332.42,2196,212.32,2018,NA,306,9/18/2014
Iowa,365.91,891,288.26,917,NA,113,9/18/2014
Kansas,350.72,1080,261.76,897,NA,130,9/18/2014
Kentucky,338.27,1356,174.56,1346,NA,168,9/18/2014
Louisiana,366.37,1406,243.97,1222,NA,296,9/18/2014
Maine,315.06,567,253.63,589,NA,59,9/18/2014
Montana,266.49,692,251.08,342,NA,30,9/18/2014
Nebraska,339.31,650,250.53,657,NA,74,9/18/2014
Nevada,268.37,1138,229.68,1286,NA,76,9/18/2014
New Hampshire,356.43,547,291.56,591,NA,46,9/18/2014
New Jersey,348.53,2821,288,3765,NA,239,9/18/2014
New Mexico,289.14,724,201.74,588,NA,59,9/18/2014
New York,347.04,7247,264.87,7851,NA,578,9/18/2014
North Carolina,347.88,3715,245.62,2707,NA,287,9/18/2014
North Dakota,403.04,189,347.71,280,NA,21,9/18/2014
Ohio,334.13,3906,217.71,3875,NA,512,9/18/2014
Oklahoma,364.52,978,232.76,958,NA,176,9/18/2014
Oregon,208.15,2022,182.53,1791,NA,85,9/18/2014
Maryland,370.08,2604,252.8,2194,NA,184,9/18/2014
Massachusetts,349.86,3723,288.6,3368,NA,272,9/18/2014
Michigan,290,3745,274.19,3367,NA,276,9/18/2014
Minnesota,354.62,2178,275.81,2190,NA,117,9/18/2014
Mississippi,338.12,554,145.63,487,NA,132,9/18/2014
Missouri,357.62,2037,245.62,1888,NA,276,9/18/2014
Pennsylvania,365.47,5075,267.76,4431,NA,473,9/18/2014
Rhode Island,320.27,664,258.93,481,NA,43,9/18/2014
South Carolina,341.6,1532,203.41,1257,NA,154,9/18/2014
South Dakota,377.57,201,349.65,230,NA,22,9/18/2014
Tennessee,352.24,2049,225.69,1687,NA,200,9/18/2014
Texas,336.84,7613,232.59,7731,NA,1078,9/18/2014
Utah,287.61,879,238.44,949,NA,58,9/18/2014
Vermont,374.25,335,315.97,326,NA,29,9/18/2014
Virginia,366.42,3192,291.3,2758,NA,260,9/18/2014
Washington,232.82,3062,189.58,3203,NA,144,9/18/2014
West Virginia,355.46,503,216.12,491,NA,55,9/18/2014
Wisconsin,352.12,2055,272.15,1953,NA,151,9/18/2014
Wyoming,328.51,119,356.25,170,NA,12,9/18/2014
Alabama,338.86,1436,204.34,1327,NA,165,10/18/2014
Alaska,291.95,334,261.48,431,NA,36,10/18/2014
Arizona,300.3,2465,210.57,2219,NA,293,10/18/2014
Arkansas,345.36,786,180.32,753,NA,139,10/18/2014
California,244.96,15549,190.87,17542,NA,1007,10/18/2014
Colorado,237.4,2930,196.87,2566,NA,170,10/18/2014
Connecticut,340.77,1694,271.01,1849,NA,115,10/18/2014
Delaware,365.36,463,233.2,400,NA,39,10/18/2014
District of Columbia,350.56,608,288.03,522,NA,48,10/18/2014
Florida,301.86,8791,217.95,7506,NA,653,10/18/2014
Georgia,326.5,4139,217.27,3159,NA,287,10/18/2014
Hawaii,310.69,424,268.39,478,NA,29,10/18/2014
Idaho,275.5,407,247.71,616,NA,35,10/18/2014
Illinois,355.97,5267,282.94,5069,NA,421,10/18/2014
Indiana,332.4,2230,213.75,2058,NA,312,10/18/2014
Iowa,365.43,910,289.2,935,NA,114,10/18/2014
Kansas,350.73,1091,262.53,912,NA,130,10/18/2014
Kentucky,338.86,1380,174.3,1374,NA,172,10/18/2014
Louisiana,365.11,1424,243.67,1243,NA,299,10/18/2014
Maine,314.89,573,244.17,605,NA,59,10/18/2014
Montana,266.04,705,248.38,346,NA,30,10/18/2014
Nebraska,340.43,661,248.11,667,NA,74,10/18/2014
Nevada,267.27,1157,229.62,1303,NA,76,10/18/2014
New Hampshire,356.55,553,290.4,611,NA,49,10/18/2014
New Jersey,348.43,2872,287.74,3841,NA,241,10/18/2014
New Mexico,288.14,736,203.21,601,NA,59,10/18/2014
New York,346.24,7360,264.71,8001,NA,584,10/18/2014
North Carolina,347.81,3786,245.36,2755,NA,292,10/18/2014
North Dakota,393.2,197,343.35,293,NA,22,10/18/2014
Ohio,334.27,3966,218.15,3943,NA,516,10/18/2014
Oklahoma,364.12,1005,234.09,976,NA,181,10/18/2014
Oregon,207.82,2055,181.97,1822,NA,85,10/18/2014
Maryland,369.32,2645,252.65,2243,NA,187,10/18/2014
Massachusetts,349.1,3770,288.47,3451,NA,274,10/18/2014
Michigan,290.68,3795,272.8,3423,NA,281,10/18/2014
Minnesota,354.01,2200,276.02,2242,NA,118,10/18/2014
Mississippi,337.09,565,146.94,500,NA,134,10/18/2014
Missouri,357.71,2073,245.53,1938,NA,280,10/18/2014
Pennsylvania,364.59,5152,268.61,4519,NA,480,10/18/2014
Rhode Island,319.73,672,258.57,496,NA,44,10/18/2014
South Carolina,340.49,1560,203.36,1275,NA,156,10/18/2014
South Dakota,376.71,206,348.54,233,NA,25,10/18/2014
Tennessee,351.41,2078,226.46,1720,NA,203,10/18/2014
Texas,336.89,7698,232.65,7842,NA,1091,10/18/2014
Utah,287.41,892,238.07,971,NA,58,10/18/2014
Vermont,374.09,336,312.76,337,NA,29,10/18/2014
Virginia,366.84,3249,292.19,2807,NA,264,10/18/2014
Washington,233.27,3115,189.47,3273,NA,145,10/18/2014
West Virginia,354.6,511,217.07,498,NA,58,10/18/2014
Wisconsin,352.23,2090,272.83,1998,NA,155,10/18/2014
Wyoming,328.51,119,355.57,175,NA,12,10/18/2014
Alabama,339.11,1472,205.3,1378,NA,177,11/18/2014
Alaska,290.79,342,268.77,451,NA,37,11/18/2014
Arizona,300.2,2535,210.52,2295,NA,298,11/18/2014
Arkansas,344.1,820,206.34,786,NA,141,11/18/2014
California,244.71,15930,190.32,18201,NA,1047,11/18/2014
Colorado,237.02,3021,195.65,2689,NA,174,11/18/2014
Connecticut,339.52,1761,268.96,1948,NA,118,11/18/2014
Delaware,364.09,474,235.92,411,NA,40,11/18/2014
District of Columbia,349.75,632,281.43,551,NA,48,11/18/2014
Florida,301.03,9042,217.84,7771,NA,668,11/18/2014
Georgia,325.44,4249,217.32,3266,NA,294,11/18/2014
Hawaii,311.93,432,266.37,490,NA,29,11/18/2014
Idaho,275.42,428,246.19,640,NA,35,11/18/2014
Illinois,355.28,5394,283.16,5240,NA,434,11/18/2014
Indiana,332.3,2291,213.84,2138,NA,315,11/18/2014
Iowa,365.07,938,289.2,980,NA,115,11/18/2014
Kansas,350.55,1122,261.38,945,NA,134,11/18/2014
Kentucky,338.75,1423,182.33,1426,NA,174,11/18/2014
Louisiana,364.16,1458,241.81,1289,NA,305,11/18/2014
Maine,315.25,593,244.92,624,NA,59,11/18/2014
Montana,265.96,718,241.58,356,NA,31,11/18/2014
Nebraska,338.21,676,246.56,689,NA,75,11/18/2014
Nevada,267.27,1188,228.13,1355,NA,78,11/18/2014
New Hampshire,355.81,570,296.23,630,NA,51,11/18/2014
New Jersey,346.55,2956,287.37,3993,NA,248,11/18/2014
New Mexico,288.15,760,214.26,621,NA,62,11/18/2014
New York,345.42,7565,264.46,8291,NA,604,11/18/2014
North Carolina,346.91,3911,244.88,2865,NA,303,11/18/2014
North Dakota,398.37,203,341.75,305,NA,23,11/18/2014
Ohio,333.17,4074,218.07,4065,NA,530,11/18/2014
Oklahoma,358.58,1042,235.18,1017,NA,187,11/18/2014
Oregon,207.02,2107,181.61,1921,NA,90,11/18/2014
Maryland,367.63,2740,255.83,2327,NA,189,11/18/2014
Massachusetts,347.93,3876,287.7,3582,NA,278,11/18/2014
Michigan,290.18,3874,270.87,3563,NA,286,11/18/2014
Minnesota,352.9,2284,273.89,2334,NA,122,11/18/2014
Mississippi,336.95,583,148.49,519,NA,138,11/18/2014
Missouri,352.56,2131,245.58,2012,NA,288,11/18/2014
Pennsylvania,364.16,5322,268.87,4704,NA,488,11/18/2014
Rhode Island,317.8,696,261.36,522,NA,46,11/18/2014
South Carolina,339.1,1611,204.95,1339,NA,161,11/18/2014
South Dakota,377.52,213,349.19,239,NA,25,11/18/2014
Tennessee,350.48,2142,225.65,1807,NA,207,11/18/2014
Texas,336.1,7919,232.94,8118,NA,1112,11/18/2014
Utah,291.5,920,237.68,999,NA,59,11/18/2014
Vermont,372.5,346,310.91,351,NA,31,11/18/2014
Virginia,366.1,3349,292.18,2933,NA,272,11/18/2014
Washington,233.81,3217,190.8,3389,NA,151,11/18/2014
West Virginia,357.17,529,220.48,519,NA,59,11/18/2014
Wisconsin,351.33,2156,274.39,2084,NA,160,11/18/2014
Wyoming,326.51,122,353.44,181,NA,12,11/18/2014
Alabama,339.19,1520,207.18,1433,NA,181,12/18/2014
Alaska,302.9,349,270.83,465,NA,37,12/18/2014
Arizona,298.96,2608,209.51,2387,NA,305,12/18/2014
Arkansas,342.49,835,207.54,820,NA,145,12/18/2014
California,244.04,16352,189.79,18882,NA,1078,12/18/2014
Colorado,243.72,3106,195.28,2820,NA,177,12/18/2014
Connecticut,337.53,1815,267.92,2041,NA,124,12/18/2014
Delaware,363.73,484,235.27,424,NA,41,12/18/2014
District of Columbia,349.18,649,282.54,569,NA,49,12/18/2014
Florida,301.37,9262,217.21,8048,NA,689,12/18/2014
Georgia,324.26,4378,217.4,3413,NA,303,12/18/2014
Hawaii,308.13,450,264.86,509,NA,30,12/18/2014
Idaho,274.55,441,244.72,667,NA,35,12/18/2014
Illinois,354.18,5562,282.78,5443,NA,443,12/18/2014
Indiana,332.59,2364,214.86,2213,NA,326,12/18/2014
Iowa,364.83,964,289.28,1022,NA,118,12/18/2014
Kansas,350.21,1141,260.65,979,NA,138,12/18/2014
Kentucky,338.99,1471,173.91,1482,NA,178,12/18/2014
Louisiana,361.95,1498,240.75,1333,NA,315,12/18/2014
Maine,311.9,612,234.58,651,NA,61,12/18/2014
Montana,265.76,730,241.42,364,NA,32,12/18/2014
Nebraska,336.14,693,245.83,711,NA,76,12/18/2014
Nevada,266.63,1221,227.25,1408,NA,78,12/18/2014
New Hampshire,354.56,592,289.83,643,NA,51,12/18/2014
New Jersey,345.69,3030,286.83,4130,NA,255,12/18/2014
New Mexico,288.1,791,218.11,654,NA,67,12/18/2014
New York,344.5,7758,263.81,8594,NA,614,12/18/2014
North Carolina,345.81,4044,246.19,2981,NA,311,12/18/2014
North Dakota,396.93,207,340.05,321,NA,23,12/18/2014
Ohio,332.92,4192,218.94,4203,NA,543,12/18/2014
Oklahoma,354.99,1093,237.6,1054,NA,193,12/18/2014
Oregon,206.42,2157,181.07,1993,NA,91,12/18/2014
Maryland,366.5,2827,255.42,2425,NA,193,12/18/2014
Massachusetts,346.72,3956,286.37,3729,NA,283,12/18/2014
Michigan,288.76,3964,271.14,3684,NA,292,12/18/2014
Minnesota,352.02,2329,273.55,2430,NA,126,12/18/2014
Mississippi,335.47,597,150.13,539,NA,141,12/18/2014
Missouri,351.69,2191,245.95,2083,NA,294,12/18/2014
Pennsylvania,363.36,5468,269.65,4897,NA,501,12/18/2014
Rhode Island,316.88,717,260.49,551,NA,47,12/18/2014
South Carolina,337.8,1665,206.14,1392,NA,161,12/18/2014
South Dakota,354.96,221,348.84,252,NA,25,12/18/2014
Tennessee,348.91,2211,225.37,1878,NA,215,12/18/2014
Texas,334.67,8139,233.39,8418,NA,1138,12/18/2014
Utah,290.85,952,238.13,1041,NA,60,12/18/2014
Vermont,371.85,354,309.17,359,NA,32,12/18/2014
Virginia,365.08,3455,292.28,3041,NA,282,12/18/2014
Washington,233.07,3310,188.65,3515,NA,160,12/18/2014
West Virginia,359.08,546,222.38,535,NA,60,12/18/2014
Wisconsin,350.99,2213,274.42,2169,NA,166,12/18/2014
Wyoming,323.53,128,345.72,192,NA,12,12/18/2014
Alabama,339.96,1070,199.31,966,152.11,128,1/19/2014
Alaska,291,260,263.79,305,388.58,26,1/19/2014
Arizona,303.53,1983,210.25,1665,197.17,226,1/19/2014
Arkansas,360.59,589,182.94,560,128.03,116,1/19/2014
California,248.44,12386,193.2,13144,192.89,790,1/19/2014
Colorado,236.96,2253,197.41,1837,213.55,134,1/19/2014
Connecticut,347.19,1326,273.84,1359,257.36,91,1/19/2014
Delaware,372.79,359,226.76,280,199.88,34,1/19/2014
District of Columbia,352.16,451,293.87,355,211.38,40,1/19/2014
Florida,306.37,6680,219.83,5382,157.37,523,1/19/2014
Georgia,331.98,3177,214.08,2328,154.7,233,1/19/2014
Hawaii,308.22,335,272.54,360,162.11,26,1/19/2014
Idaho,276.75,321,257.86,455,133.75,22,1/19/2014
Illinois,359.42,4100,287.26,3739,181.1,345,1/19/2014
Indiana,336.97,1712,206.62,1493,161.6,254,1/19/2014
Iowa,372.32,708,292.78,668,252.24,103,1/19/2014
Kansas,355.13,853,261.05,649,124.27,109,1/19/2014
Kentucky,338.15,1036,181.34,1012,125.11,136,1/19/2014
Louisiana,375.32,1107,243.85,893,152,231,1/19/2014
Maine,319.95,464,257.84,444,214.8,52,1/19/2014
Montana,279.12,593,251.58,267,734.65,22,1/19/2014
Nebraska,352.35,518,248.63,523,142.51,63,1/19/2014
Nevada,270.5,925,219.14,953,231.08,61,1/19/2014
New Hampshire,377.98,442,289.58,460,561.24,39,1/19/2014
New Jersey,355.24,2292,293.71,2872,231.68,192,1/19/2014
New Mexico,294.84,580,205.38,447,63.7,42,1/19/2014
New York,352.29,5949,268.32,5985,190.04,491,1/19/2014
North Carolina,355.53,2875,247.12,1969,151.95,232,1/19/2014
North Dakota,410.88,141,360.64,206,269.55,13,1/19/2014
Ohio,336.66,3137,213.61,2895,168.15,407,1/19/2014
Oklahoma,364.32,775,229.81,694,120.54,134,1/19/2014
Oregon,212.77,1651,188.95,1363,175.34,63,1/19/2014
Maryland,379.74,2023,247.93,1599,196.11,153,1/19/2014
Massachusetts,354.05,2945,297.32,2533,217.65,223,1/19/2014
Michigan,298.54,3122,276.3,2595,228.6,232,1/19/2014
Minnesota,370.17,1758,278.32,1591,182.59,102,1/19/2014
Mississippi,340.14,417,150.98,359,137.43,98,1/19/2014
Missouri,368.48,1594,242.26,1322,151.52,210,1/19/2014
Pennsylvania,372.16,3935,266.44,3309,194.2,376,1/19/2014
Rhode Island,334.34,538,261.24,365,207.93,33,1/19/2014
South Carolina,347.48,1182,201.68,925,174.67,122,1/19/2014
South Dakota,386.84,167,367.48,170,125.68,20,1/19/2014
Tennessee,358.34,1593,224.4,1265,199.5,153,1/19/2014
Texas,342.46,6131,236.01,5821,142.14,869,1/19/2014
Utah,292.22,704,232.84,699,168.59,44,1/19/2014
Vermont,378.89,283,323,232,187.64,25,1/19/2014
Virginia,373.79,2541,287.28,2021,227.21,210,1/19/2014
Washington,235.76,2395,192,2421,149.69,109,1/19/2014
West Virginia,362.43,369,197.95,383,158.3,41,1/19/2014
Wisconsin,358.06,1670,269.81,1410,231.68,130,1/19/2014
Wyoming,354.03,94,378.64,137,161.3,11,1/19/2014
Alabama,336.52,1567,209.3,1496,NA,188,1/19/2015
Alaska,302.89,354,270.76,486,NA,37,1/19/2015
Arizona,297.51,2690,208.78,2489,NA,310,1/19/2015
Arkansas,341.65,862,208.5,859,NA,146,1/19/2015
California,243.5,16731,189.14,19513,NA,1113,1/19/2015
Colorado,243.07,3195,195.73,2944,NA,188,1/19/2015
