Member_number,itemDescription
3307,citrus fruit
3307,other vegetables
3307,sausage
3307,yogurt
3307,other vegetables
3307,specialty bar
3307,bottled water
3307,pip fruit
3307,chocolate
3307,baking powder
3308,chicken
3308,nut snack
3308,UHT-milk
3308,citrus fruit
3308,rolls/buns
3308,bottled water
3308,whole milk
3308,other vegetables
3308,whole milk
3308,newspapers
3308,soft cheese
3308,butter
3308,brown bread
3308,soda
3308,shopping bags
3308,processed cheese
3308,frozen dessert
3308,yogurt
3308,tea
3308,soda
3308,pastry
3308,spices
3308,condensed milk
3308,soda
3308,brown bread
3308,chewing gum
3308,light bulbs
3308,napkins
3309,misc. beverages
3309,root vegetables
3309,root vegetables
3309,salty snack
3309,whole milk
3309,beef
3309,white bread
3309,packaged fruit/vegetables
3309,semi-finished bread
3309,misc. beverages
3309,other vegetables
3309,domestic eggs
3309,brown bread
3309,domestic eggs
3309,shopping bags
3309,frozen dessert
3310,canned beer
3310,berries
3310,pork
3310,soda
3310,yogurt
3310,grapes
3310,white bread
3310,chewing gum
3310,domestic eggs
3310,rolls/buns
3310,flour
3311,frozen fish
3311,misc. beverages
3311,whole milk
3311,root vegetables
3311,specialty cheese
3311,frozen vegetables
3311,shopping bags
3311,rolls/buns
3312,domestic eggs
3312,meat
3312,curd
3312,rolls/buns
3312,berries
3312,whole milk
3312,brown bread
3312,tidbits
3312,margarine
3313,root vegetables
3313,bottled beer
3313,whole milk
3313,tropical fruit
3313,hard cheese
3313,white bread
3314,long life bakery product
3314,ice cream
3315,tropical fruit
3315,canned beer
3315,whole milk
3315,rolls/buns
3315,frozen meals
3315,whole milk
3315,candy
3315,onions
3315,chewing gum
3315,canned beer
3315,whole milk
3315,coffee
3315,yogurt
3316,yogurt
3316,cream cheese 
3316,rolls/buns
3316,whole milk
3316,cleaner
3316,seasonal products
3316,abrasive cleaner
3317,pork
3317,dessert
3317,soda
3317,dessert
3317,yogurt
3317,soda
3317,shopping bags
3318,other vegetables
3318,other vegetables
3318,curd
3318,cat food
3319,oil
3319,bottled beer
3319,soda
3319,salty snack
3319,napkins
3320,whipped/sour cream
3320,hamburger meat
3320,bottled beer
3320,rolls/buns
3320,processed cheese
3320,brandy
3321,sausage
3321,sausage
3321,tropical fruit
3321,white bread
3321,butter
3321,frozen fish
3321,coffee
3321,yogurt
3321,bottled beer
3321,fruit/vegetable juice
3321,rolls/buns
3321,sliced cheese
3321,salty snack
3321,white wine
3322,UHT-milk
3322,bottled beer
3322,ham
3322,sausage
3322,pip fruit
3322,beef
3322,fruit/vegetable juice
3322,ice cream
3322,whole milk
3322,citrus fruit
3322,yogurt
3322,soda
3322,rolls/buns
3322,bottled beer
3322,whole milk
3322,specialty bar
3323,shopping bags
3323,beef
3323,sausage
3323,berries
3323,pastry
3323,sausage
3323,oil
3323,candles
3323,fruit/vegetable juice
3323,brown bread
3323,rolls/buns
3324,spices
3324,whole milk
3324,pastry
3324,dog food
3324,ice cream
3324,butter
3324,rolls/buns
3324,frozen potato products
3324,chewing gum
3324,other vegetables
3324,coffee
3325,beef
3325,ham
3325,whole milk
3325,root vegetables
3325,white bread
3325,newspapers
3325,shopping bags
3325,other vegetables
3325,UHT-milk
3325,hard cheese
3325,frozen vegetables
3325,cream cheese 
3325,whipped/sour cream
3326,rolls/buns
3326,beverages
3326,chicken
3326,whole milk
3327,pip fruit
3327,soda
3327,grapes
3327,beef
3327,semi-finished bread
3327,frozen potato products
3327,dishes
3327,brown bread
3327,bottled water
3327,other vegetables
3327,rolls/buns
3327,chocolate marshmallow
3327,bottled water
3327,soft cheese
3328,ham
3328,whole milk
3328,cream cheese 
3328,ice cream
3328,napkins
3328,butter milk
3328,soda
3328,shopping bags
3328,soda
3328,rice
3328,domestic eggs
3329,rolls/buns
3329,brown bread
3329,white bread
3329,cream cheese 
3329,whole milk
3329,rolls/buns
3329,whole milk
3329,dog food
3329,pastry
3329,yogurt
3329,frozen vegetables
3329,frozen meals
3329,potato products
3330,hamburger meat
3330,tropical fruit
3330,chewing gum
3330,spread cheese
3330,curd
3331,waffles
3331,frankfurter
3331,whole milk
3331,shopping bags
3331,ice cream
3331,flour
3331,soda
3331,shopping bags
3332,root vegetables
3332,pork
3332,frozen dessert
3332,domestic eggs
3332,oil
3333,beverages
3333,yogurt
3333,rolls/buns
3333,other vegetables
3334,whole milk
3334,chicken
3334,root vegetables
3334,pip fruit
3334,soda
3334,whole milk
3334,white wine
3334,vinegar
3334,liquor (appetizer)
3335,fruit/vegetable juice
3335,canned fish
3335,light bulbs
3335,long life bakery product
3336,pork
3336,tropical fruit
3337,beef
3337,whole milk
3337,bottled beer
3337,citrus fruit
3337,waffles
3337,root vegetables
3337,citrus fruit
3337,citrus fruit
3337,liver loaf
3337,yogurt
3337,whole milk
3337,waffles
3337,chewing gum
3337,whole milk
3337,coffee
3337,shopping bags
3338,soda
3338,pip fruit
3338,hamburger meat
3338,soda
3338,snack products
3338,seasonal products
3338,pasta
3338,other vegetables
3338,whole milk
3339,pork
3339,meat
3339,napkins
3339,canned beer
3339,whole milk
3339,margarine
3339,whole milk
3339,rolls/buns
3339,butter milk
3341,chicken
3341,hamburger meat
3341,shopping bags
3341,brown bread
3341,detergent
3342,sausage
3342,pork
3342,chocolate
3342,specialty fat
3342,long life bakery product
3342,bottled water
3342,ice cream
3342,brandy
3343,frankfurter
3343,misc. beverages
3343,whole milk
3343,butter milk
3343,berries
3343,specialty bar
3343,salty snack
3343,rolls/buns
3343,shopping bags
3343,hygiene articles
3344,whole milk
3344,newspapers
3344,sausage
3344,rolls/buns
3344,tropical fruit
3344,canned beer
3344,whole milk
3344,rolls/buns
3344,margarine
3344,yogurt
3344,cling film/bags
3344,bottled water
3345,soda
3345,whole milk
3346,tropical fruit
3346,margarine
3346,beef
3346,ice cream
3346,frozen meals
3346,napkins
3347,whole milk
3347,sausage
3347,beef
3347,pastry
3347,soda
3347,coffee
3347,margarine
3347,canned beer
3347,ice cream
3347,pastry
3347,pastry
3347,rolls/buns
3347,whipped/sour cream
3347,other vegetables
3348,sausage
3348,herbs
3348,other vegetables
3348,dessert
3348,other vegetables
3348,newspapers
3348,whole milk
3348,root vegetables
3348,soda
3348,brown bread
3348,frozen vegetables
3348,cat food
3348,pickled vegetables
3348,margarine
3349,tropical fruit
3349,organic sausage
3349,rolls/buns
3349,whole milk
3349,herbs
3349,liquor
3349,curd
3349,other vegetables
3350,rolls/buns
3350,citrus fruit
3350,newspapers
3350,baking powder
3351,pork
3351,citrus fruit
3351,pork
3351,margarine
3351,bottled beer
3351,other vegetables
3352,frankfurter
3352,soda
3352,sausage
3352,rolls/buns
3352,misc. beverages
3352,sugar
3352,yogurt
3353,onions
3353,other vegetables
3353,sausage
3353,sausage
3353,rolls/buns
3353,root vegetables
3353,chocolate
3353,bottled water
3353,domestic eggs
3353,yogurt
3353,waffles
3353,whole milk
3353,yogurt
3353,UHT-milk
3353,sliced cheese
3353,soda
3353,baking powder
3353,sparkling wine
3353,yogurt
3354,sausage
3354,citrus fruit
3354,yogurt
3354,berries
3354,pastry
3354,berries
3354,sparkling wine
3354,salty snack
3354,other vegetables
3354,hygiene articles
3354,canned fish
3354,pastry
3354,beverages
3354,female sanitary products
3354,waffles
3355,chicken
3355,pork
3355,napkins
3355,other vegetables
3355,brown bread
3355,newspapers
3356,tropical fruit
3356,meat
3356,citrus fruit
3356,UHT-milk
3356,other vegetables
3356,beef
3356,soda
3356,whole milk
3356,domestic eggs
3356,processed cheese
3356,root vegetables
3356,fruit/vegetable juice
3356,butter
3356,canned beer
3356,frozen vegetables
3356,butter
3357,pip fruit
3357,beverages
3357,bottled beer
3357,newspapers
3357,long life bakery product
3357,newspapers
3357,pickled vegetables
3357,hygiene articles
3357,mustard
3358,whipped/sour cream
3358,citrus fruit
3358,dog food
3358,ham
3358,other vegetables
3358,rolls/buns
3358,soda
3358,soda
3358,whole milk
3358,bottled beer
3358,hard cheese
3358,fruit/vegetable juice
3358,rolls/buns
3358,cream cheese 
3358,whipped/sour cream
3358,yogurt
3358,chocolate
3358,pudding powder
3359,white wine
3359,shopping bags
3359,misc. beverages
3359,butter
3359,chewing gum
3360,whole milk
3360,beef
3360,soda
3360,rolls/buns
3360,whipped/sour cream
3360,whole milk
3360,butter milk
3360,hamburger meat
3360,curd cheese
3360,whipped/sour cream
3360,candles
3361,tropical fruit
3361,chocolate
3361,finished products
3361,detergent
3361,other vegetables
3361,cream cheese 
3361,pork
3361,pastry
3361,beef
3361,flower (seeds)
3361,oil
3361,beverages
3361,baking powder
3361,berries
3361,softener
3361,white wine
3361,butter milk
3361,rolls/buns
3361,specialty bar
3361,soda
3361,bottled beer
3361,hygiene articles
3362,pip fruit
3362,soda
3363,rolls/buns
3363,butter
3363,canned beer
3363,newspapers
3363,pork
3363,root vegetables
3363,herbs
3363,detergent
3363,baking powder
3363,other vegetables
3363,margarine
3363,rolls/buns
3363,salty snack
3364,citrus fruit
3364,sausage
3364,yogurt
3364,beef
3364,chocolate
3364,beverages
3364,salad dressing
3364,specialty chocolate
3364,herbs
3364,other vegetables
3364,specialty bar
3364,oil
3365,canned beer
3365,pastry
3365,bottled water
3365,canned beer
3365,chicken
3365,root vegetables
3365,meat
3365,whole milk
3365,soda
3365,other vegetables
3365,domestic eggs
3365,cat food
3365,whole milk
3365,butter milk
3365,newspapers
3366,white wine
3366,chewing gum
3366,white bread
3366,softener
3367,sausage
3367,long life bakery product
3368,frankfurter
3368,rolls/buns
3368,domestic eggs
3368,cream cheese 
3368,white wine
3368,specialty bar
3369,sausage
3369,frankfurter
3369,frozen vegetables
3369,root vegetables
3369,specialty bar
3369,beef
3369,other vegetables
3369,butter
3369,UHT-milk
3369,yogurt
3369,rolls/buns
3369,abrasive cleaner
3369,napkins
3369,newspapers
3369,rolls/buns
3370,soda
3370,root vegetables
3370,frozen meals
3370,other vegetables
3370,root vegetables
3370,liquor (appetizer)
3370,sugar
3370,specialty chocolate
3370,frozen vegetables
3370,hygiene articles
3370,soda
3372,pork
3372,canned beer
3373,pip fruit
3373,bottled water
3373,other vegetables
3373,brown bread
3374,chicken
3374,pork
3374,brandy
3374,bottled water
3374,white bread
3375,frankfurter
3375,pork
3375,whipped/sour cream
3375,dog food
3375,citrus fruit
3375,bottled water
3375,specialty vegetables
3376,soda
3376,other vegetables
3376,cream cheese 
3377,pip fruit
3377,ice cream
3378,ham
3378,pork
3378,rolls/buns
3378,canned fish
3378,canned beer
3378,mayonnaise
3378,onions
3378,bottled water
3378,rolls/buns
3379,oil
3379,bottled water
3379,whipped/sour cream
3379,roll products 
3379,butter milk
3380,coffee
3380,root vegetables
3380,pork
3380,herbs
3380,pasta
3380,turkey
3380,yogurt
3380,other vegetables
3380,margarine
3380,pip fruit
3380,flour
3380,yogurt
3380,red/blush wine
3380,hard cheese
3380,soda
3380,other vegetables
3380,misc. beverages
3380,frozen fish
3381,grapes
3381,butter
3381,coffee
3381,hygiene articles
3382,candy
3382,dessert
3382,cat food
3382,tropical fruit
3382,processed cheese
3382,yogurt
3382,bottled beer
3382,rolls/buns
3382,pastry
3382,UHT-milk
3383,soda
3383,other vegetables
3383,misc. beverages
3383,syrup
3383,pet care
3383,bottled water
3384,bottled water
3384,sugar
3384,photo/film
3384,dessert
3384,frozen vegetables
3384,fruit/vegetable juice
3384,soda
3384,frozen meals
3384,rolls/buns
3384,seasonal products
3385,root vegetables
3385,flower soil/fertilizer
3385,frankfurter
3385,rolls/buns
3385,frozen vegetables
3385,yogurt
3385,other vegetables
3385,ice cream
3385,UHT-milk
3385,whipped/sour cream
3385,pet care
3386,citrus fruit
3386,other vegetables
3386,fruit/vegetable juice
3386,root vegetables
3386,yogurt
3386,baking powder
3386,pasta
3386,soda
3387,soda
3387,curd
3387,whole milk
3387,sliced cheese
3387,shopping bags
3387,frozen fish
3387,fruit/vegetable juice
3389,berries
3389,whole milk
3389,beef
3389,bottled water
3389,ice cream
3389,cream cheese 
3389,root vegetables
3389,newspapers
3389,butter milk
3389,newspapers
3389,chocolate
3389,other vegetables
3389,yogurt
3390,soda
3390,canned beer
3390,abrasive cleaner
3390,newspapers
3390,whole milk
3390,berries
3390,coffee
3390,yogurt
3390,cat food
3390,shopping bags
3390,frozen meals
3391,frankfurter
3391,coffee
3393,pot plants
3393,white bread
3393,condensed milk
3393,tropical fruit
3393,bottled water
3393,whole milk
3393,whole milk
3393,pastry
3393,onions
3393,pip fruit
3393,whole milk
3393,coffee
3393,whole milk
3393,shopping bags
3393,frozen potato products
3393,canned vegetables
3393,newspapers
3393,candy
3393,semi-finished bread
3393,bottled water
3394,sausage
3394,pastry
3394,rolls/buns
3394,grapes
3394,yogurt
3394,waffles
3394,shopping bags
3395,whole milk
3395,soda
3395,margarine
3395,rolls/buns
3396,chicken
3396,pork
3396,frozen fish
3396,packaged fruit/vegetables
3396,cream cheese 
3396,mayonnaise
3396,soda
3396,bottled beer
3396,whipped/sour cream
3396,yogurt
3396,whole milk
3396,sparkling wine
3396,flour
3397,citrus fruit
3397,bottled beer
3397,curd
3397,white bread
3397,whipped/sour cream
3397,candy
3398,tropical fruit
3398,brown bread
3398,rolls/buns
3398,chocolate
3398,hygiene articles
3398,citrus fruit
3398,citrus fruit
3398,frozen fish
3398,cat food
3398,white bread
3398,chocolate
3399,specialty bar
3399,sausage
3399,sausage
3399,tropical fruit
3399,brown bread
3399,other vegetables
3399,other vegetables
3399,yogurt
3399,rolls/buns
3399,rolls/buns
3399,soda
3399,whole milk
3399,margarine
3399,fruit/vegetable juice
3399,shopping bags
3400,rolls/buns
3400,bottled beer
3400,dishes
3400,pip fruit
3400,rolls/buns
3400,whole milk
3400,hard cheese
3400,brown bread
3400,soda
3400,hard cheese
3400,bottled water
3400,dental care
3401,pork
3401,sausage
3401,condensed milk
3401,pip fruit
3401,bottled beer
3401,root vegetables
3401,other vegetables
3401,chewing gum
3401,candy
3401,yogurt
3402,canned beer
3402,frozen meals
3402,curd
3402,curd
3402,whole milk
3402,roll products 
3402,flour
3402,white bread
3402,pasta
3402,mayonnaise
3402,other vegetables
3402,dessert
3402,sauces
3402,soda
3402,flower (seeds)
3402,coffee
3402,shopping bags
3402,newspapers
3402,whipped/sour cream
3402,bottled water
3402,rolls/buns
3403,bottled water
3403,curd
3403,canned beer
3403,baking powder
3403,shopping bags
3403,brown bread
3403,UHT-milk
3404,butter milk
3404,pasta
3404,whole milk
3404,shopping bags
3405,cookware
3405,photo/film
3405,beef
3405,white wine
3405,ice cream
3405,whole milk
3405,other vegetables
3405,rolls/buns
3405,other vegetables
3405,brown bread
3405,pip fruit
3405,canned fish
3405,whole milk
3405,cream cheese 
3405,margarine
3405,fruit/vegetable juice
3405,sliced cheese
3405,UHT-milk
3406,whole milk
3406,bottled beer
3406,sausage
3406,rolls/buns
3406,pork
3406,sliced cheese
3407,canned beer
3407,bottled water
3407,onions
3407,coffee
3407,tropical fruit
3407,cream cheese 
3407,curd
3407,cling film/bags
3407,bottled beer
3408,bottled beer
3408,bottled water
3408,rolls/buns
3408,root vegetables
3408,root vegetables
3408,waffles
3409,sausage
